@relation gps_tracking

@attribute Longtitude numeric
@attribute Latitude numeric
@attribute CurrentSpeed numeric
@attribute Timestamp date "yyyy-MM-dd HH:mm:ss"
@attribute MoveType {Walking,Running,Biking,Driving,Metro,Bus,Motionless}
@attribute IsGpsFixed {yes,no}

@data
38.00621867945237,23.72428274814949,0.0715283056843915,"2013-6-20 17:31:27",Motionless,no
38.00631101664806,23.72425301168306,0.07157913187162071,"2013-6-20 17:31:57",Walking,yes
38.00634463746094,23.7237400595663,0.07157216248485024,"2013-6-20 17:32:27",Walking,yes
38.006408333322824,23.723180566304784,0.07158681726527838,"2013-6-20 17:32:57",Walking,yes
38.00665793825364,23.722502734671885,0.07173089219438088,"2013-6-20 17:33:27",Walking,yes
38.006536543724025,23.722419136008096,0.07162863409703396,"2013-6-20 17:33:57",Walking,no
38.00627348487021,23.722434465511636,0.0714283729767786,"2013-6-20 17:34:27",Walking,no
38.006276883134035,23.722382202435163,0.07141568973504578,"2013-6-20 17:34:57",Motionless,yes
38.00627440921007,23.722394115661963,0.07140052184415493,"2013-6-20 17:35:27",Motionless,no
38.006346943223754,23.72241486668133,0.07143884923760671,"2013-6-20 17:35:57",Motionless,no
38.005642800832945,23.722211473258156,0.07091996673173456,"2013-6-20 17:36:27",Motionless,yes
38.00420920197454,23.721821577057327,0.06987901610101271,"2013-6-20 17:36:57",Bus,no
38.0034170440164,23.721875298185896,0.06930467984965727,"2013-6-20 17:37:27",Bus,no
38.0013392060934,23.722283676000508,0.06782763452219834,"2013-6-20 17:37:57",Bus,yes
37.99928262034256,23.722304892768513,0.06635646688643212,"2013-6-20 17:38:27",Bus,yes
37.999259865885335,23.722169499847606,0.06632389374764125,"2013-6-20 17:38:57",Walking,no
37.999350598231345,23.722143793657516,0.06637480399175316,"2013-6-20 17:39:27",Walking,no
37.999350598231345,23.722143793657516,0.06637310606817615,"2013-6-20 17:39:57",Motionless,no
37.999350598231345,23.722143793657516,0.06637310606817615,"2013-6-20 17:40:27",Motionless,no
37.999350598231345,23.722143793657516,0.06637310606817615,"2013-6-20 17:40:57",Motionless,no
37.99959980523421,23.72207150190619,0.06649854362175124,"2013-6-20 17:41:27",Motionless,yes
37.99961700112144,23.721916336654214,0.06649392742136435,"2013-6-20 17:41:57",Walking,no
37.99962630157847,23.721471248523343,0.06647679271829465,"2013-6-20 17:42:27",Walking,no
37.999669330170576,23.721134588172415,0.06648685836638502,"2013-6-20 17:42:57",Walking,no
37.999719359334236,23.72066588231783,0.06649976373377266,"2013-6-20 17:43:27",Walking,yes
37.999682295289915,23.72050250642948,0.06645760536772263,"2013-6-20 17:43:57",Walking,yes
37.99981261707674,23.720207988697588,0.066531780697261,"2013-6-20 17:44:27",Walking,yes
37.999861737119964,23.719685947281718,0.06654528705214975,"2013-6-20 17:44:57",Walking,yes
38.000053951698426,23.71931289104676,0.06666333425454464,"2013-6-20 17:45:27",Walking,yes
38.00006029223191,23.718896999280872,0.06664994051150536,"2013-6-20 17:45:57",Walking,yes
38.000018949702074,23.718629230747048,0.06660505309288954,"2013-6-20 17:46:27",Walking,yes
38.00006297230135,23.718071003037164,0.06661857245971316,"2013-6-20 17:46:57",Walking,yes
37.99999612843309,23.71753188298509,0.06655519098915795,"2013-6-20 17:47:27",Walking,yes
38.000233071614076,23.717309262017466,0.0667091360826114,"2013-6-20 17:47:57",Walking,yes
38.000377526754725,23.716963247819056,0.06679751482603902,"2013-6-20 17:48:27",Walking,yes
38.00037239372568,23.71676191643794,0.06678076292908439,"2013-6-20 17:48:57",Walking,no
38.00037239372568,23.71676191643794,0.06678033739501957,"2013-6-20 17:49:27",Walking,no
38.000326433702824,23.71722609364433,0.8616810480753581,"2013-6-20 18:23:9",Walking,yes
38.000303409234704,23.71761828020228,1.0060823440551758,"2013-6-20 18:23:39",Walking,yes
38.00017052937986,23.7178878790924,0.958663092719184,"2013-6-20 18:24:9",Walking,yes
37.99994232713299,23.717879664211015,0.7913292566935222,"2013-6-20 18:24:39",Walking,yes
37.99974603893396,23.718321836607753,0.9299348958333333,"2013-6-20 18:25:10",Walking,yes
37.99995832773855,23.718815342340953,0.9502567715115018,"2013-6-20 18:25:40",Walking,yes
37.9998887480973,23.71904201075346,0.9156668526785714,"2013-6-20 18:26:10",Walking,yes
37.999761215692814,23.71947146626001,0.9685783386230469,"2013-6-20 18:26:40",Walking,yes
37.99978752424163,23.719966880256756,1.01392901385272,"2013-6-20 18:27:10",Walking,yes
37.999613296479204,23.720205748675077,0.9965653483072917,"2013-6-20 18:27:40",Walking,yes
37.999526283143986,23.720336422079363,0.9476630008581913,"2013-6-20 18:28:10",Walking,yes
37.99943433134236,23.720452849312686,0.9043913947211372,"2013-6-20 18:28:40",Walking,yes
37.99948817749396,23.7210003921501,0.9485463460286458,"2013-6-20 18:29:10",Walking,yes
37.99958508913159,23.721650843647648,1.0072284516834078,"2013-6-20 18:29:40",Walking,yes
